credit_limit_mad,gender,education_level,marital_status,age,payment_status_month_1,payment_status_month_2,payment_status_month_3,payment_status_month_4,payment_status_month_5,payment_status_month_6,bill_amount_month_1,bill_amount_month_2,bill_amount_month_3,bill_amount_month_4,bill_amount_month_5,bill_amount_month_6,payment_amount_month_1,payment_amount_month_2,payment_amount_month_3,payment_amount_month_4,payment_amount_month_5,payment_amount_month_6,target
15400.0,0,1,2,41,0,-1,-2,-1,0,-1,5571,4706,4595,4592,4140,3820,1063,1175,684,1376,525,700,0
11550.0,0,2,2,44,2,3,4,4,4,3,3473,3308,3401,3627,3930,3988,2646,1551,1639,2383,2653,2058,1
47950.0,0,2,1,21,6,7,7,8,7,7,32739,30737,30791,25593,21793,21477,8785,11501,8907,7320,9396,4777,1
49350.0,0,3,2,34,1,1,1,2,3,4,5525,5947,5017,4307,4252,3502,1572,2734,2225,1868,1855,1100,1
10150.0,1,2,2,35,-1,0,1,2,1,2,1995,1722,1605,1548,1574,1396,511,377,327,368,226,366,0
60200.0,1,1,2,48,0,0,-1,-2,-1,0,7795,8011,8265,8385,8169,6923,832,366,344,334,573,292,0
13300.0,1,1,2,60,0,1,2,3,2,1,170,139,126,101,105,113,14,20,16,7,6,6,0
5600.0,1,1,2,48,2,3,2,1,1,1,3949,4135,4096,3308,3193,3141,1983,2578,3000,2552,1138,1818,1
8750.0,1,4,1,43,1,2,1,1,0,0,3052,3045,3120,2785,2975,2806,159,369,274,401,234,149,0
54600.0,1,4,2,39,-1,-1,-1,-2,-1,0,19759,18774,18094,18733,19570,20258,4064,4945,4766,2494,5497,4116,0
67550.0,0,1,1,35,0,1,2,2,3,3,3750,3819,4035,4218,3465,3626,376,686,651,532,497,509,0
14700.0,0,1,2,47,2,1,2,3,4,5,5830,6167,5095,4934,5049,4456,2471,3247,1730,2173,3022,1490,0
40950.0,1,2,2,37,0,-1,-1,-2,-2,-2,24439,26144,23236,19517,20651,19649,9226,10649,11820,7374,7368,5522,0
18550.0,0,3,2,31,1,2,3,3,4,5,5614,5563,4791,3959,4108,4459,322,539,290,219,610,338,0
161700.0,1,1,3,34,0,1,2,2,1,2,37217,34861,28500,23910,23261,24708,17150,12789,10204,6320,3789,10814,0
3500.0,0,2,2,29,3,4,5,5,6,5,884,900,867,894,780,828,240,261,205,249,128,112,1
35700.0,1,1,1,21,0,-1,-1,-2,-2,-1,6967,7443,7226,6139,6539,6158,3039,1498,1547,2376,1517,1542,0
32900.0,1,1,1,21,-1,-1,-1,-2,-2,-2,15181,12998,13422,14706,14453,12252,2211,3044,1650,4832,3887,3878,0
129500.0,1,3,2,35,-1,0,-1,-2,-1,0,51819,47737,48796,46258,50083,43940,12713,18162,18610,19372,20922,17536,0
45500.0,0,2,2,21,2,2,1,1,1,0,27058,28099,23577,24942,19957,16998,4028,7895,3439,4624,4018,2858,0
4200.0,0,2,2,24,-1,-2,-1,0,1,2,608,505,485,513,456,432,208,179,80,161,108,170,0
16800.0,1,3,2,39,-1,-1,-1,-1,-1,-2,7532,6471,5229,4510,3767,3472,528,512,523,372,372,329,0
36050.0,1,3,1,28,-1,-1,-2,-2,-1,0,22724,18892,15215,14744,11955,11567,8082,8968,2796,2475,4789,3223,0
11900.0,1,1,2,24,2,3,2,1,0,-1,6874,5905,5955,5129,5585,5898,5881,4807,5470,4989,3839,3604,0
19950.0,1,2,2,25,-1,0,0,1,0,-1,13053,11084,12171,10741,10992,10831,3817,6178,6645,4807,7399,5863,0
16450.0,1,3,1,46,-2,-2,-1,-2,-2,-2,5761,5133,4137,4285,4123,3836,3765,4717,3249,3310,1628,2102,0
14350.0,1,2,1,43,0,1,0,-1,0,0,7121,6604,6750,6370,5752,6015,2033,2938,1993,2559,1626,2262,0
18900.0,1,2,1,27,-1,-2,-1,0,0,1,8302,8271,7885,8268,7884,8143,15,14,21,19,17,16,0
21700.0,0,1,3,40,0,-1,-2,-1,-2,-2,10110,10369,9598,9015,8581,9192,378,289,337,290,258,326,0
47950.0,0,1,2,36,-1,-1,-2,-2,-2,-2,18307,15865,13529,14418,11869,9930,5051,3118,3523,4946,1857,1863,0
12600.0,1,1,2,43,0,0,0,-1,0,0,10454,9520,8564,7168,6183,5988,2145,1563,785,1767,1397,1237,0
19950.0,1,2,1,47,-2,-2,-2,-1,0,-1,10048,10103,9386,8703,7388,7762,5514,4593,4886,2632,1884,2887,1
44800.0,1,2,1,21,0,-1,-2,-2,-1,-2,22634,24569,22470,18088,14499,14334,7206,7234,4854,6287,3679,3310,0
38150.0,0,3,2,39,-1,0,1,1,1,1,13425,12462,10524,10394,8757,8090,5721,3582,5338,5160,3824,3803,1
4900.0,0,2,2,35,4,3,3,2,2,2,301,296,251,214,232,217,82,110,125,114,56,62,0
10500.0,1,2,1,45,1,2,2,1,0,1,5824,5479,5540,4760,4777,4972,2276,1330,2434,1480,1745,1949,0
12950.0,0,2,1,21,-2,-2,-2,-2,-1,-2,6994,5869,6087,4872,4347,3548,1736,1911,1477,1316,1230,934,0
13300.0,1,2,1,23,0,1,0,0,1,1,4161,3645,3109,2487,2418,2588,2366,1197,858,1541,605,619,0
18900.0,0,3,1,36,1,2,2,1,2,3,16502,13937,11179,10176,10854,10433,2516,4133,2215,2470,2768,2245,0
9100.0,1,3,2,32,0,-1,0,-1,-1,-1,5397,4384,3829,3573,3754,4034,421,347,285,611,563,377,0
3500.0,1,2,2,38,5,5,5,6,5,6,1470,1250,1177,1219,1031,847,251,166,309,206,231,174,0
9800.0,0,1,2,21,1,2,1,0,0,-1,2642,2789,2421,2648,2563,2683,959,1307,570,1177,945,895,0
51450.0,0,4,2,46,-1,-1,0,0,0,1,31633,31943,34413,36752,33531,36646,1028,975,911,1049,442,484,0
23450.0,1,2,2,37,0,0,-1,-1,0,1,10135,10865,9961,10031,10120,8603,3310,7407,6285,5744,4160,6654,1
15050.0,1,2,2,37,-1,-1,-2,-2,-2,-1,7819,6613,7171,7764,6721,6588,1082,1629,2253,2508,1537,2138,0
25900.0,1,3,2,34,-1,-2,-1,-1,0,0,11531,12054,13240,13846,13815,11724,5979,3801,8730,8011,3866,3911,0
24500.0,1,2,2,24,1,2,3,4,4,5,3130,3285,2914,2447,2412,2305,251,157,207,125,179,142,1
193903.49999999945,0,2,2,28,0,0,-1,-1,0,-1,78744,86182,81190,78687,83568,76135,9851,8642,9322,6940,7017,8676,0
45500.0,0,4,2,50,0,0,0,-1,0,-1,5369,4972,4170,3504,3842,3536,3585,3335,2508,1368,2628,2197,1
18900.0,1,2,2,36,2,2,3,2,1,2,6261,6562,6128,6483,6622,6761,3539,2022,2115,4000,5759,5835,0
52150.0,0,3,2,35,-2,-2,-2,-1,-2,-2,10985,11357,10877,10044,10248,10867,823,1009,1198,1472,537,1292,0
49350.0,1,2,1,43,-2,-2,-2,-1,-2,-2,29828,24555,24050,25881,27529,26501,15030,6274,9697,9927,8491,11146,0
17850.0,1,4,2,28,-1,-2,-2,-2,-2,-2,3308,2690,2944,2707,2188,2341,596,465,566,249,372,232,0
51800.0,0,2,1,39,-1,-2,-2,-2,-2,-2,32248,27762,26384,21938,22464,18520,2005,3474,3617,1028,1400,1600,0
69300.0,1,3,2,36,0,-1,0,1,2,3,13800,15100,13722,12829,11493,10042,9550,5752,3874,5518,4676,2863,1
18200.0,0,1,2,32,-2,-1,-2,-2,-1,-2,10746,9326,9126,9601,8843,9439,2027,2226,1292,1490,997,2105,0
7700.0,0,2,2,31,3,2,3,3,4,4,5513,5748,6272,5436,5428,5951,347,587,382,471,458,789,1
46200.0,1,1,2,41,2,1,0,1,0,1,15364,16883,18391,17974,19340,17588,4601,5518,8902,8301,4243,10059,0
19250.0,1,2,1,40,-1,-2,-2,-2,-2,-2,3304,3070,2570,2181,2268,2175,2876,2695,1409,1338,747,941,0
28350.0,0,2,1,28,0,0,0,1,0,-1,10320,10231,10669,11357,12451,11440,2988,3307,2034,2995,3290,3837,0
43400.0,1,1,2,39,-1,-1,0,-1,-1,-2,9750,7806,7052,6411,5255,4635,3879,2225,1080,2319,2077,1983,0
86450.0,1,2,3,25,2,2,1,1,2,1,32058,26846,28540,31305,31178,27416,10866,8291,13868,22080,11983,14772,0
15750.0,0,2,2,29,2,2,2,1,2,3,2975,3147,3260,2714,2982,2718,1317,1577,827,1664,1727,1230,0
16450.0,1,3,1,38,0,0,-1,0,0,0,7222,6700,6482,6726,6990,5809,3744,5132,2063,2496,3604,3927,0
32200.0,1,2,2,37,3,3,2,2,2,2,12166,10213,10993,10827,9390,9402,5865,5551,4088,5210,5049,6545,1
7000.0,1,2,2,25,-1,0,1,0,1,2,3046,2843,2510,2568,2340,2060,392,328,645,629,411,317,0
15750.0,0,2,2,38,0,0,-1,0,0,-1,4402,3674,3400,2878,3036,3129,2213,1640,1633,1046,1055,1665,0
45500.0,1,2,2,33,-1,-1,0,-1,-1,-2,17977,17717,17638,18532,18234,15938,4587,6430,8067,7483,10604,5184,0
24500.0,1,4,2,45,0,1,0,1,1,1,18600,17880,18090,17093,16799,17068,4389,7127,6140,5728,7574,7886,0
59850.0,0,2,1,39,2,1,2,3,2,1,24156,19586,17805,15931,15189,13771,11633,7379,5689,7906,3236,5478,0
14350.0,0,2,2,25,-1,-2,-2,-2,-2,-1,1200,1212,1193,964,996,1061,139,180,193,118,115,87,0
78750.0,0,1,2,37,1,0,1,2,1,2,22192,23345,18891,20343,20729,20091,3509,7011,4287,3653,2665,5429,1
24150.0,0,3,1,28,0,-1,-1,-1,-1,-2,13677,11025,10243,11265,12251,13006,3516,1696,2137,1973,3081,2169,0
19950.0,0,3,2,36,-1,-1,0,1,1,1,2338,2533,2068,1881,2017,1670,1056,1235,969,901,448,457,0
51800.0,1,2,2,39,0,0,-1,-2,-1,0,33734,36989,32510,33828,33992,34480,4395,2668,3421,2249,3281,4512,0
7000.0,0,1,1,40,-1,-2,-1,-1,0,-1,283,291,316,285,294,288,40,45,55,46,62,42,0
14700.0,1,4,2,26,-1,0,-1,-2,-1,0,4604,4839,4673,4661,3794,3521,513,447,509,590,529,407,0
30100.0,1,4,1,29,-1,0,-1,-2,-2,-1,20615,20162,20948,17600,15757,16397,1671,2123,2992,1926,2888,1376,0
35700.0,1,2,2,35,2,2,1,0,-1,-2,9612,9345,9911,10626,11449,10111,1700,1217,2457,2364,2006,1878,0
3500.0,1,2,1,31,2,1,2,3,2,2,1018,905,730,603,612,499,82,127,89,46,66,46,1
11200.0,0,3,2,31,2,3,2,2,1,0,4893,4933,4901,5290,4596,3813,180,537,471,386,192,170,1
21350.0,1,2,2,25,-1,0,1,0,1,2,11320,10597,11245,10364,8558,8915,981,1315,636,1174,632,530,0
21000.0,1,2,1,38,1,0,0,0,-1,-2,9824,9641,8640,7842,7443,7045,7604,5941,5182,3716,4335,4461,0
39900.0,0,2,1,29,1,2,1,2,2,2,16972,17106,14263,11811,11834,12352,2420,1495,1339,1051,996,830,0
16800.0,0,2,2,32,-1,-1,0,0,-1,-1,8576,8449,7237,7569,8065,8567,1235,2857,1088,1413,1238,3197,0
9100.0,0,2,2,35,-1,-1,-2,-2,-1,0,8674,7521,8172,8844,7612,7598,4686,5660,4037,2345,3997,4984,0
37800.0,0,2,1,21,-1,-2,-2,-1,-2,-2,8410,9070,8329,8239,6670,5340,1661,1615,1995,1283,815,1059,0
8400.0,0,2,1,21,0,1,2,1,1,2,2844,2615,2621,2709,2548,2521,420,444,335,488,384,348,1
14350.0,0,3,2,50,2,2,3,2,1,2,8803,7493,6287,6904,6890,6145,3039,2089,1942,1399,2384,2025,1
11200.0,0,3,2,21,3,3,2,1,0,-1,1796,1622,1328,1375,1464,1399,834,1003,889,645,514,837,0
14700.0,1,3,1,43,-1,-1,0,1,2,1,7279,7493,6516,5371,5469,5301,3581,4881,2506,3454,4133,2496,0
4550.0,0,2,2,43,3,2,1,1,2,3,630,534,457,388,384,402,225,189,153,177,72,153,0
15400.0,1,3,2,35,4,3,2,1,2,3,3205,2689,2842,3004,2856,2872,29,12,12,25,14,14,0
51450.0,1,2,1,49,1,0,0,0,0,1,26551,26375,25670,22803,19569,19934,11699,10830,12067,9304,4466,9001,0
18900.0,1,2,2,43,1,0,0,0,-1,-2,11383,12377,10388,10277,10049,8914,6846,5944,4033,6228,4165,3530,0
3500.0,0,2,1,37,0,-1,-2,-2,-2,-2,1631,1748,1490,1567,1666,1616,221,261,298,223,615,465,1
5950.0,1,1,1,39,2,3,4,5,6,6,1404,1166,1112,933,916,806,447,150,287,332,244,117,1
8400.0,0,2,1,44,1,1,2,1,0,-1,5876,5214,5479,5364,5748,6126,3316,1780,2275,3294,2678,1991,0
18200.0,1,3,2,39,3,4,4,5,4,3,11159,11949,10431,9737,10091,8506,1075,2048,1894,709,884,637,1
4900.0,1,4,2,43,0,-1,0,-1,-1,-1,2258,1899,2052,1661,1365,1268,825,437,783,506,485,555,0
35000.0,0,1,2,50,-1,-1,0,-1,-1,-2,10288,10497,11382,10428,9234,8305,1773,1644,1768,1162,1324,1378,0
96250.0,0,2,1,47,-1,-2,-2,-2,-2,-1,42759,38617,42309,38526,39951,41340,8449,11111,8110,6487,6758,8576,0
61950.0,0,2,1,32,-1,-1,-1,-1,0,0,16532,16759,15374,14764,13660,11400,2871,1707,2067,2371,3163,2083,0
38850.0,0,2,2,27,-1,0,-1,-2,-2,-2,16280,14263,13857,14726,12727,13026,6634,4819,8325,7266,7442,8092,0
51800.0,0,4,2,35,2,2,3,2,1,0,8589,9139,8379,7734,7506,6072,3738,3918,1870,2605,2454,2294,0
77350.0,1,2,1,54,0,0,-1,-2,-1,-1,42076,39096,34206,30075,29110,28526,20200,18355,10303,8141,6454,6291,0
38850.0,0,3,2,24,-1,-2,-1,0,1,2,7648,8281,8934,7817,7236,5899,3541,1660,2641,4007,1881,1510,0
7350.0,1,2,2,33,0,1,1,0,0,0,2283,2119,1764,1579,1698,1426,362,246,156,127,304,149,1
73500.0,1,1,1,34,0,1,0,0,1,1,25247,22722,22726,24067,26126,27691,9015,15461,6960,16731,12895,20614,0
30450.0,1,2,2,27,1,2,2,2,1,2,10316,9278,8466,7520,6086,4877,3830,3130,3759,3534,2980,1182,0
15050.0,1,2,1,36,-2,-1,-1,0,1,1,7791,6335,6184,4984,4010,3796,3496,3928,3117,3998,2726,2154,0
34650.0,1,3,1,30,1,1,2,3,4,5,13233,11785,11818,9768,8654,7702,1185,1180,1547,830,937,500,0
16450.0,1,1,2,35,-1,-1,-2,-1,-2,-2,8770,8241,8250,6886,6366,6561,222,150,238,181,95,177,0
15050.0,1,1,1,33,0,-1,0,-1,-2,-2,3037,2445,2574,2376,2464,2060,640,739,676,619,573,352,0
119700.0,0,3,2,35,2,2,2,3,2,1,86603,76991,71686,63290,69400,67644,5178,4584,7648,6736,8112,7346,0
3850.0,1,2,1,26,1,2,3,3,3,3,1587,1712,1523,1508,1620,1447,1142,1009,492,1194,785,1089,0
19600.0,1,4,2,30,-1,0,-1,0,1,2,12740,11840,11133,12147,11541,12198,8334,6697,7867,5446,5554,5453,0
10150.0,1,2,1,34,3,3,3,4,4,4,10611,9651,8882,8068,8268,7799,3056,1418,929,950,1083,1645,0
10150.0,1,1,1,35,0,1,2,3,2,1,9278,7462,7448,6308,5630,5187,848,299,633,390,220,222,0
6650.0,0,2,3,35,2,1,0,1,1,2,5927,6122,5330,4972,4800,4969,665,536,627,337,844,644,1
19600.0,1,2,2,40,0,0,1,2,3,4,15237,16713,16808,15382,12586,12651,1544,2061,2059,1074,744,668,1
47600.0,1,1,2,25,2,3,4,3,2,1,20336,18412,17176,16735,15925,16660,2499,1999,1122,1205,1952,1972,0
36750.0,0,1,1,33,1,1,0,1,0,1,19557,20963,22496,19722,20846,22278,1787,3150,2950,3954,3320,4426,0
26950.0,1,1,1,26,2,2,3,4,3,4,5768,5493,4788,4992,4885,4846,1004,706,581,650,496,349,0
17500.0,0,1,3,26,1,2,1,1,2,1,5908,5846,6323,5227,4755,5008,1592,2010,3316,1635,2157,2754,1
10500.0,1,2,2,38,-1,0,-1,-1,-1,-2,3858,3460,3274,2908,2955,3068,2269,3026,1339,2644,936,1173,0
23100.0,1,3,3,36,3,4,3,2,3,4,11280,10200,8443,7049,6577,7157,199,201,104,121,156,131,1
42700.0,0,1,2,30,1,2,2,1,2,1,8028,7278,7128,7442,7004,7529,1476,733,1376,829,1293,522,0
16800.0,0,2,1,30,-1,0,-1,-2,-1,-2,8650,7909,7703,6772,7306,6713,5129,4009,4226,2082,3864,3568,0
11900.0,0,3,2,23,2,3,4,5,5,6,5734,5685,4681,4866,5194,4275,514,359,496,423,446,428,1
93800.0,1,2,1,45,-1,-1,-1,-1,0,-1,27641,28955,30328,31936,30901,27927,10175,4281,7538,4873,8976,10065,0
9100.0,1,3,2,34,0,1,0,0,0,1,5859,6071,5017,5165,4435,4591,46,47,82,81,47,63,1
51450.0,0,1,2,21,0,-1,0,1,0,1,14934,15755,12742,13447,13105,14037,2209,3377,1815,3761,3885,2440,0
8400.0,0,1,3,36,0,0,0,-1,0,1,1032,1102,1071,937,788,705,148,96,108,135,115,90,0
12600.0,1,2,1,28,1,0,-1,0,-1,0,9160,10033,8385,7069,7491,8155,1943,2000,749,1334,689,886,1
53550.0,1,2,1,29,-1,-2,-2,-2,-2,-1,19039,19994,20149,18745,17499,16352,3632,2674,4646,2793,3883,3468,0
29050.0,0,2,2,44,1,1,1,2,2,2,8591,6980,6755,6880,6336,6084,856,827,1203,1496,1024,1192,1
16800.0,0,4,1,33,1,2,2,1,1,0,13986,12462,10643,10057,9762,10065,648,890,917,653,861,461,0
93450.0,1,2,2,50,-2,-1,-1,0,0,1,35434,29891,29913,29500,25812,27748,13371,10099,10928,12749,11353,10721,0
7700.0,1,2,2,63,-1,-1,-1,0,1,2,3508,3435,3274,3591,3409,3691,758,281,354,478,615,690,1
37450.0,1,3,1,48,0,0,1,1,1,0,8904,8591,7038,6279,6232,5592,3257,2576,2078,3965,1366,1469,0
71050.0,1,1,1,25,0,-1,-1,-2,-2,-2,44682,41078,39055,42911,36156,34869,9574,7282,13549,10252,11124,7073,0
23800.0,1,3,3,48,-1,0,0,-1,-1,-2,19344,19208,17750,15668,15085,15616,1480,2720,2577,1816,1918,1908,0
25550.0,1,2,1,30,2,2,1,2,1,2,7580,7155,6246,5353,5290,4777,1291,1089,507,1027,941,873,1
28350.0,1,1,2,40,3,4,5,4,4,4,15837,16528,15391,13561,14447,14520,1762,1686,1523,964,659,1711,1
5950.0,0,1,2,48,-1,-2,-2,-2,-1,-1,1822,1902,1870,1853,2021,2212,479,569,281,532,658,487,0
12250.0,0,4,2,25,-1,-2,-2,-2,-1,0,4442,4009,3375,2734,2615,2585,371,494,286,287,292,307,0
64050.0,0,2,1,36,0,-1,-2,-2,-1,-1,20917,19731,16086,17602,16555,16029,2870,2465,2311,1047,1946,1790,0
10850.0,1,1,1,36,0,-1,0,0,1,1,937,919,829,732,593,482,114,115,149,93,172,131,0
16100.0,1,1,2,27,2,3,4,4,4,3,7331,6326,6896,5832,4951,5027,4917,4327,5641,5145,4383,3019,0
7350.0,0,2,2,21,0,-1,0,-1,0,0,5383,5495,5873,6055,6285,6147,3099,3003,2393,2644,1924,1886,0
11900.0,1,1,2,42,1,1,0,0,1,2,3246,3423,3169,3253,3100,3193,272,364,156,344,268,332,0
39550.0,0,1,2,22,0,1,1,2,2,2,27153,27463,28160,27458,28646,30795,4096,5662,3652,5177,2518,5070,0
6650.0,0,3,1,41,2,1,1,0,-1,-2,1829,1965,1596,1579,1412,1548,647,1004,1406,958,1094,553,0
4550.0,0,3,1,33,4,5,4,5,6,5,1745,1418,1288,1352,1209,1128,132,132,172,164,155,90,1
56000.0,1,4,2,47,-2,-2,-1,0,1,0,10419,10173,10520,10548,8440,8976,1469,762,895,825,1057,743,0
23100.0,1,1,1,25,2,3,4,3,4,3,7300,6668,5390,5115,5174,4166,1099,1949,1634,995,585,522,1
8050.0,1,3,2,34,0,-1,0,-1,-1,-1,660,598,578,474,504,553,46,64,82,70,59,44,1
36750.0,1,1,1,54,4,3,3,3,4,4,6067,5660,5046,5479,5102,4788,1232,1991,1390,1268,1267,1189,0
8400.0,1,1,2,28,1,2,1,0,-1,-2,6694,6822,6422,7004,6058,5648,2602,4618,5574,2703,3466,2661,0
18900.0,1,1,1,50,8,8,8,8,7,6,3762,3957,3625,3102,2632,2238,3330,2342,1363,3051,1889,1984,0
10500.0,0,4,2,28,0,0,-1,-1,0,-1,7338,8045,8640,8521,7365,5972,425,657,748,1053,806,583,0
4200.0,0,4,2,36,1,0,-1,-2,-2,-2,1391,1490,1630,1567,1300,1282,80,155,171,72,124,105,0
59850.0,0,3,1,27,0,0,0,-1,-2,-1,41227,40227,39417,40957,37432,38163,6218,2498,4440,5824,4342,2915,0
11900.0,1,1,1,40,-1,-1,0,0,1,1,9500,7756,7858,6673,5529,4467,403,297,323,302,175,162,0
82250.0,0,3,2,23,-1,-2,-2,-2,-1,-2,27239,23953,25307,21222,20475,22276,20381,9878,18190,15052,17474,16739,0
25200.0,0,2,2,30,-1,0,-1,-1,-2,-2,5752,4849,4577,4926,5280,5796,315,286,458,575,786,339,0
14350.0,1,1,2,30,4,5,6,6,6,5,6326,5431,5132,5108,4294,4114,130,174,218,273,234,190,1
8400.0,0,1,2,28,0,1,1,0,1,0,2865,2498,2658,2856,2519,2241,933,775,552,457,514,302,0
23800.0,1,2,1,49,3,2,3,3,4,5,16742,14494,12368,13573,12774,11958,3811,3334,2864,1704,1802,1493,0
36050.0,1,3,2,28,2,3,4,5,4,4,17920,19072,18818,15094,13074,13102,52,91,136,110,71,61,1
55300.0,0,3,2,36,-1,-2,-2,-1,-1,-2,32298,30590,32676,30438,27078,27478,9862,5548,8662,8867,7684,3570,0
39550.0,0,2,2,52,-1,-1,-2,-2,-1,-2,15618,15869,16829,16521,16168,13123,1733,2338,2831,2991,1643,2194,0
18200.0,0,2,1,37,0,0,1,1,0,1,4712,4892,4481,3926,4243,4219,295,373,181,203,262,360,0
37100.0,0,2,2,21,2,1,0,1,1,1,4240,4626,4206,4329,3912,3785,201,465,215,396,316,330,0
16100.0,1,3,1,54,0,1,0,1,1,0,6783,7189,6390,6841,7342,7762,4799,4299,2867,1799,5280,3415,0
89250.0,1,1,1,45,-1,-1,-1,0,0,-1,56078,57932,53314,53476,58145,48099,20741,10414,17583,9319,12890,10228,0
16800.0,0,2,2,47,1,0,-1,-2,-2,-2,4678,4498,3723,3953,3974,3465,3262,1522,1828,2098,3298,2622,1
37450.0,0,1,2,47,-2,-2,-1,-2,-2,-1,8646,9297,9535,8830,7676,7076,2260,3687,3960,3130,1434,2529,0
3500.0,1,2,3,34,-1,-2,-2,-1,-1,0,713,657,638,619,539,497,165,163,115,87,62,86,0
35700.0,0,1,2,21,0,-1,-2,-1,-1,-2,9358,7531,6653,6326,6127,5297,845,499,734,635,515,837,0
32550.0,0,2,1,44,0,0,1,2,3,3,11444,10832,9380,8779,8353,8712,1433,1045,743,766,850,794,0
131950.0,1,1,1,21,-1,-2,-1,-2,-2,-1,97957,82849,74573,76782,66768,72383,5931,6657,5510,12092,10913,11529,0
15400.0,1,4,1,22,5,4,5,5,4,3,6117,6720,6012,5113,4873,4248,2567,2150,2004,1421,936,1575,1
100800.0,1,2,2,35,1,1,1,1,2,1,98992,86886,85785,84284,90537,83102,68936,69969,82376,61848,79608,42958,0
23800.0,1,4,2,45,1,2,2,3,4,5,13075,13455,14224,12285,11845,10048,4083,4425,3171,3293,2373,1366,0
91000.0,0,1,2,29,0,0,1,1,0,-1,24227,19417,17798,16584,15367,16310,5021,4120,1998,2848,4820,5370,0
31150.0,1,2,2,29,0,-1,0,0,-1,0,4433,4727,4772,3888,3111,2725,519,332,845,320,339,282,0
13650.0,0,4,2,58,-1,-1,-1,-2,-1,-1,7821,6779,7366,7685,7976,6685,1363,2046,1481,1616,962,1310,1
82950.0,1,1,2,44,4,4,3,4,4,4,18233,19645,21264,17083,15779,13921,924,1476,976,893,950,658,1
16800.0,1,1,2,39,0,0,-1,-2,-1,-1,4619,4755,4088,3313,3253,3490,942,1234,475,324,735,891,1
16450.0,0,2,2,49,-1,0,-1,-2,-2,-2,173,188,203,222,229,190,115,128,127,161,180,77,1
29400.0,0,2,1,41,-1,-1,-1,0,0,1,14395,11743,10381,11338,11897,12357,5228,3615,3789,4060,3118,3184,0
23450.0,0,1,1,25,-1,-1,-2,-2,-2,-2,13392,13969,15260,16540,14403,13923,3511,2185,4432,3852,1899,2836,0
37800.0,0,4,1,24,0,1,2,1,1,1,7806,7593,7232,7052,5733,5527,2830,2785,4384,2183,2989,1259,0
29050.0,0,3,1,34,0,1,1,0,1,1,7545,6037,5682,5221,5156,5581,5768,2954,3668,3195,2966,2130,0
38500.0,1,2,2,32,0,1,2,3,2,3,8376,6864,6514,7144,7295,5848,2760,1632,3136,2062,3256,2657,0
37800.0,1,1,2,54,1,1,2,1,2,1,17472,18499,16577,16002,14985,13754,11119,3971,4881,6315,7339,6056,0
7350.0,0,1,1,34,2,2,1,2,2,1,1939,1648,1468,1501,1395,1273,33,27,22,54,42,50,0
3850.0,0,1,1,51,2,1,1,0,0,1,1722,1877,1723,1423,1493,1486,602,586,685,404,349,369,1
29750.0,0,2,3,38,2,2,3,4,4,5,4530,4248,4130,3646,3220,2816,442,403,435,429,259,497,0
12250.0,0,2,2,43,0,0,1,2,2,3,1879,1712,1834,1505,1629,1495,367,702,1005,490,400,705,1
11200.0,0,1,1,21,1,0,-1,-1,0,1,4091,3432,3247,3374,3134,3383,3037,1769,2040,1546,1552,1822,0
17850.0,1,4,1,57,2,1,1,0,0,-1,7138,5759,5029,4740,4438,4359,1258,971,350,427,413,334,1
29400.0,0,2,1,28,1,2,2,2,3,3,11467,10706,8572,8424,7126,6736,4579,7153,4458,4618,2541,5017,1
20650.0,1,1,2,45,0,0,0,-1,0,0,13741,14180,13127,11244,10572,10334,762,705,774,1130,762,600,0
44450.0,1,2,2,21,4,3,4,4,3,2,11072,10437,9337,7482,6663,6316,1775,2856,2062,3438,2447,2809,0
10150.0,1,1,1,50,-1,0,-1,-1,-1,-1,857,774,706,672,682,593,288,111,225,160,102,183,0
121450.0,0,2,3,21,0,-1,-2,-1,-2,-2,50485,52926,50565,54117,56731,49068,16664,37446,26069,27543,18089,20568,0
53900.0,1,2,1,26,1,2,1,0,-1,0,30515,25016,22779,20590,20088,20547,5570,8457,6574,4397,7800,8135,0
17150.0,1,4,2,31,-1,-1,0,1,0,1,1683,1798,1469,1605,1725,1599,204,206,212,169,153,227,0
144550.0,0,1,2,31,0,1,0,0,1,0,90477,96346,88464,82363,90359,95395,11499,6264,9543,10036,14869,8612,0
3500.0,0,1,2,32,7,7,7,7,7,8,657,604,489,482,523,509,400,189,239,289,275,135,0
59150.0,1,1,2,38,4,5,6,6,5,6,10251,11092,9497,9952,10668,10750,3851,1718,2756,3037,3447,2342,0
23800.0,0,1,2,25,-1,0,1,0,1,1,15365,16772,18087,17241,17733,16092,6025,2746,6315,5624,5557,6053,0
68950.0,1,3,1,38,-1,0,1,0,-1,-2,10760,11505,11607,12311,13296,13379,540,1079,889,655,766,1192,0
14700.0,0,2,1,51,-1,-1,-1,0,-1,0,7183,5960,6075,5298,5620,4672,1517,2509,1966,1888,1288,1393,1
8050.0,0,4,1,25,-1,-2,-2,-1,-1,-2,4668,4326,4179,4276,4012,3951,1198,1518,1936,2174,1263,1364,0
28350.0,0,1,1,34,0,1,1,2,3,2,26762,29085,26249,27920,25133,25055,7598,8530,5477,5811,6534,6671,0
14700.0,0,3,2,43,7,7,6,5,4,5,3391,3642,3409,2844,3122,3411,895,1574,896,1132,1415,849,0
29400.0,1,1,2,21,0,0,1,0,-1,-2,5482,5388,4962,4052,3937,4149,1832,1958,1104,670,1704,1675,0
