ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
23117,49000,2,2,1,48,3,4,4,4,5,4,15596,16748,18378,18556,18268,19484,5482,2151,5362,3335,6866,6481,0
23118,20000,2,4,2,42,-1,-1,-2,-2,-2,-2,16238,17146,16229,13232,12554,12866,8362,7898,7380,5599,3707,3312,1
23119,17000,2,2,2,21,0,1,2,1,2,2,9157,9084,9132,9413,8975,7839,1154,2033,2031,1457,1996,2093,1
23120,24000,2,1,1,21,0,1,2,1,2,2,7620,6922,6435,7056,6121,5610,2083,2282,2777,1939,1574,3070,1
23121,71000,2,1,2,38,-1,0,1,2,3,2,14910,13995,14972,15414,12958,12505,5576,2128,5281,3279,5391,4994,0
23122,43000,1,3,1,22,0,1,0,0,1,2,22637,23286,20098,17241,18792,15899,7410,5492,5149,4829,5989,2918,0
23123,49000,1,4,1,25,-1,-1,0,1,1,1,9050,7859,8388,7146,6087,6467,872,1500,1626,1716,1504,1497,0
23124,113000,1,3,1,43,1,0,1,0,1,1,34340,35178,33235,34082,31402,28015,5842,4969,4453,6008,4173,4071,0
23125,171000,1,1,1,29,0,1,2,1,0,1,71522,61201,60969,50156,44852,40606,9722,6807,8099,5384,6651,3935,0
23126,22000,1,2,1,30,-2,-2,-1,-1,-2,-2,10429,10793,10371,9369,9283,9310,368,470,727,968,497,585,0
23127,23000,1,5,2,31,0,1,0,1,0,1,6208,5163,5496,5348,4303,3606,1545,1700,1726,1979,1401,1727,0
23128,22000,1,1,2,46,0,0,1,0,1,0,10601,9103,9337,8539,7309,6035,1015,615,1360,907,1207,506,0
23129,16000,2,1,2,47,0,-1,-1,0,0,-1,3085,2737,2456,2357,2258,2118,498,503,809,743,328,597,0
23130,105000,2,1,2,56,0,1,2,3,2,3,15102,13397,10941,11058,11115,10968,1969,2765,1846,1987,1340,1002,0
23131,38000,2,4,2,43,-1,0,-1,-2,-1,-2,8916,9437,8205,7971,7234,7268,132,125,162,100,98,142,0
23132,22000,1,2,1,50,1,2,3,3,3,3,13923,12746,10378,10543,8939,8889,441,918,809,635,420,371,0
23133,44000,1,4,2,29,1,0,-1,-2,-1,-1,3341,3216,2584,2577,2605,2864,364,361,397,242,440,335,1
23134,46000,1,1,1,22,0,0,0,0,0,0,21613,21812,23732,23028,20582,22152,14405,15683,7324,17428,14601,16205,0
23135,117000,2,3,2,41,4,4,4,4,5,5,17009,17571,17180,14904,15688,17171,5092,9977,10437,5447,3975,9344,0
23136,106000,2,1,1,33,4,4,3,2,2,3,49438,46693,37492,36375,31509,31176,8354,9293,10692,10042,3781,4032,1
23137,27000,1,1,1,50,-1,0,1,1,1,2,14397,15619,14490,14717,12912,14173,2867,3877,3850,2155,4051,3378,0
23138,66000,2,2,1,31,0,0,0,0,0,0,40049,42157,36097,30750,33435,27720,4213,4550,5285,4229,2695,3508,0
23139,34000,1,2,2,29,0,1,2,2,3,2,14125,13926,12234,10514,8652,8368,5941,4877,3231,4746,3141,2177,0
23140,40000,2,2,2,32,0,0,0,0,0,1,24754,25634,27404,26285,28742,30986,2907,2826,5964,5902,3702,6834,0
23141,10000,1,5,1,35,0,-1,-1,-1,0,1,1214,1030,1029,941,953,1036,28,45,32,43,29,35,0
23142,17000,1,1,2,35,-2,-1,-1,0,-1,0,3211,2753,2912,3043,3096,3332,493,840,710,690,755,698,0
23143,18000,2,1,1,36,0,-1,0,1,1,0,5160,4813,5235,4790,4734,4588,201,181,253,224,234,141,0
23144,47000,2,2,2,47,1,2,3,2,3,4,21255,19964,20776,16710,16478,17068,7902,3831,7525,3499,7622,4846,0
23145,47000,2,3,1,24,2,3,4,3,3,3,19191,21039,18390,18984,19518,18422,2195,2563,1746,1458,996,2418,1
23146,90000,2,3,2,43,0,-1,0,1,1,2,48743,48012,51284,48703,51269,45954,5371,5458,4036,6593,5118,5199,1
23147,88000,1,2,2,41,-1,-1,0,1,2,1,36395,30655,28771,31146,28713,30872,8591,5856,2760,5181,3750,6978,0
23148,80000,2,3,1,38,0,0,1,1,0,1,18532,15541,13993,12400,11989,11619,1426,1034,1645,957,941,942,0
23149,217000,2,1,2,39,-1,-1,-1,-2,-2,-2,146515,159759,156456,132844,144326,125487,12757,26438,10275,21967,22233,13699,0
23150,24000,2,1,1,31,-1,-2,-1,-2,-2,-2,3979,3230,3416,2909,2564,2754,625,492,1230,857,953,913,1
23151,36000,2,2,2,22,1,2,3,4,4,3,18319,18922,20332,17685,15325,15759,9241,16254,10279,14052,7392,10171,1
23152,206000,2,3,1,39,-1,-1,-2,-2,-1,0,18866,19058,18504,20055,21857,19400,6726,4251,5736,6260,7613,3283,1
23153,47000,2,2,2,31,1,1,2,1,0,-1,35313,30916,27823,24032,20706,17198,8035,8759,4264,2804,4568,3239,1
23154,64000,2,2,1,40,0,-1,-1,0,0,0,20886,18608,18121,18915,20528,20559,2289,2446,1071,2543,1965,1063,1
23155,74000,2,2,2,32,2,2,3,4,4,4,47635,46113,46473,49808,54414,54088,17127,24194,23458,26332,40239,34526,0
23156,17000,2,2,2,43,-1,-2,-2,-2,-1,0,5813,5302,4532,4559,4114,3608,2268,2605,1934,2497,2510,1513,0
23157,32000,2,3,2,45,-1,0,1,2,1,2,16939,17929,14353,14553,11829,10252,6761,11208,5575,5039,3973,3468,0
23158,30000,2,2,1,43,3,3,3,2,1,0,6976,5713,4643,4359,3492,3710,364,307,482,236,332,398,1
23159,226000,1,1,1,47,-2,-2,-2,-2,-1,-2,108929,95681,97622,83032,71392,66393,49259,25426,21499,28158,28471,16553,0
23160,20000,1,3,2,35,0,-1,-1,0,-1,-2,5120,4367,4490,4187,3365,2789,825,618,664,753,958,308,1
23161,25000,2,2,2,44,0,1,0,1,2,2,9856,10284,8315,7888,6743,5564,989,1403,1166,1660,565,636,0
23162,71000,1,2,2,32,0,-1,-2,-2,-1,0,6984,7473,8179,8184,8664,9023,811,672,464,662,478,1078,0
23163,23000,2,3,2,30,0,0,-1,-2,-1,-2,7054,7426,6135,5698,6121,6247,2486,4964,2956,2201,2970,2659,0
23164,60000,2,1,1,36,0,-1,0,-1,0,0,40913,41735,37627,36475,30372,25838,10571,15841,9581,12653,5727,6544,0
23165,150000,2,2,2,47,0,-1,-2,-1,-1,0,15094,12864,13271,12619,12443,10738,4358,2412,4188,6355,3696,4610,0
23166,57000,2,2,2,33,0,0,0,-1,-1,0,1706,1709,1768,1868,1872,1499,376,330,221,513,302,246,0
23167,67000,2,1,1,43,0,-1,-2,-2,-1,-2,14353,13405,14091,12097,9874,9535,10244,9790,4190,3247,4770,6457,0
23168,66000,2,3,0,26,-1,0,0,1,0,1,32559,27010,28325,28814,28835,25421,8569,10226,8253,10870,7879,11771,0
23169,23000,1,2,2,21,1,1,1,1,1,0,19600,17154,17905,16801,16191,15378,4556,4002,1928,3773,2654,2719,0
23170,46000,2,2,1,31,1,0,0,-1,-1,-2,3615,3342,2732,2640,2356,2363,236,239,112,182,89,85,0
23171,52000,2,3,2,35,-1,0,1,1,0,0,17962,14889,16348,17616,15655,15295,2134,4138,4026,3048,2771,2584,0
23172,86000,1,1,2,44,-2,-2,-2,-2,-2,-1,33901,34133,32807,32124,26117,20991,5409,4831,3704,1908,3728,1777,0
23173,10000,2,3,1,33,0,0,1,0,0,1,3529,3426,3470,3101,3056,2652,379,483,630,546,855,421,1
23174,250000,2,3,2,50,0,-1,0,1,2,3,54083,49400,42252,45038,39366,32728,3917,6391,4175,3863,6152,1808,0
23175,147000,2,3,2,40,2,3,3,4,4,4,89238,78444,65236,61564,63829,69072,2357,3972,2152,1367,2490,1437,0
23176,92000,1,2,1,33,0,1,2,2,2,1,36989,37814,39685,34728,34104,30092,18216,21790,16814,12705,20707,6655,1
23177,57000,2,2,2,37,-1,-2,-1,-1,-1,0,13876,13545,12761,11147,10944,9110,8577,4732,5569,5900,3697,3456,0
23178,16000,1,1,2,25,0,-1,-2,-1,-1,-2,6650,7294,7133,7586,6534,5349,2186,2712,2954,2275,3711,2889,0
23179,60000,2,3,2,33,5,6,5,5,6,6,39267,36348,37191,34778,36691,34719,13500,14082,10538,12128,10828,11082,0
23180,94000,2,2,2,33,1,0,-1,-1,-2,-1,61637,56725,46914,41543,35614,36064,22373,29639,27164,34937,37150,15348,0
23181,20000,2,2,2,37,2,2,3,4,5,6,11722,9641,10117,11069,9917,10226,585,1249,1246,784,769,657,1
23182,132000,2,1,2,32,5,4,4,3,2,1,43842,43579,44672,40394,32863,33508,10568,26886,26910,8946,14033,20524,0
23183,13000,1,2,2,39,0,0,1,0,1,1,12498,12077,10791,10189,8837,7747,1036,1127,1234,973,662,890,1
23184,335000,1,1,1,21,3,3,4,5,6,6,20165,19609,19617,20207,17647,16602,1075,1417,714,1079,980,1336,1
23185,69000,1,4,1,45,-1,-2,-2,-2,-2,-2,51270,51497,42377,34135,35482,37740,1261,3079,2401,1259,1936,1872,0
23186,59000,2,3,1,35,-1,0,0,-1,-2,-2,18109,16835,17415,18592,16838,14897,6977,13982,7332,11826,6258,8815,1
23187,100000,2,1,2,42,1,1,1,1,2,3,34515,31127,28156,27479,27533,26337,7907,3064,7827,2978,3036,5038,0
23188,21000,1,2,1,45,-1,0,1,1,1,0,3443,3482,3658,3061,3193,2816,166,198,393,223,195,159,0
23189,227000,1,2,2,37,0,1,2,2,3,4,65274,61176,54365,55933,53508,53267,7127,7004,11078,6457,7021,13444,0
23190,129000,2,3,0,43,0,0,1,1,0,1,23973,23047,19500,20745,20879,20440,652,459,727,436,480,513,0
23191,214000,2,3,2,38,1,0,1,1,0,0,49174,41796,38978,38815,33770,29901,8203,5460,10690,8416,4022,8395,0
23192,62000,1,6,2,38,-1,-2,-1,0,1,1,44195,37695,37404,31548,30203,25552,40045,17011,39647,31379,18073,21528,1
23193,15000,1,2,2,31,1,0,1,2,3,4,869,948,906,833,864,816,105,155,176,100,69,111,1
23194,19000,1,1,2,46,0,-1,-1,0,-1,0,9438,7828,8231,6728,6227,4983,3940,1694,3055,2116,1329,1129,0
23195,168000,1,2,2,36,0,0,-1,-2,-2,-2,59699,59329,65016,66928,55276,45416,9160,20290,22236,13772,19168,12458,0
23196,57000,1,3,2,48,-1,-2,-2,-2,-2,-1,33956,30668,24779,27048,25169,24736,18479,10894,13357,17270,11931,12222,1
23197,131000,1,1,2,25,-1,0,1,2,2,2,59768,49982,53842,57717,46750,41671,9415,4942,7588,5057,6302,2815,0
23198,237000,2,1,1,30,3,2,3,3,2,2,89292,88249,83808,76830,66467,69343,6507,6600,6261,6918,3840,7033,0
23199,164000,2,3,1,25,-1,-2,-1,0,0,-1,90668,85501,76210,63420,57444,60898,32174,24381,18706,14473,15628,21830,0
23200,134000,1,3,1,45,0,-1,-2,-2,-2,-1,68649,68286,67492,71882,64282,58908,7177,4796,8779,8534,3991,9120,0
23201,39000,2,1,2,40,-1,0,-1,0,-1,0,4187,3574,2952,2834,2337,2439,1114,778,338,644,653,531,1
23202,478000,2,3,2,21,0,1,2,3,4,5,183176,191305,154225,127583,132445,114264,14850,12753,29620,20500,22146,17583,0
23203,28000,2,1,2,27,7,6,6,6,6,5,11741,11004,11340,10670,9047,7830,1535,1097,1634,1150,812,1884,1
23204,137000,1,1,1,25,-1,-2,-1,0,-1,-1,44302,35549,33463,31707,30394,26973,39457,14643,12947,28575,21804,10421,0
23205,89000,2,2,1,44,0,0,0,0,0,1,42826,39160,41022,41467,35242,32797,6917,8250,3507,6382,3467,2741,0
23206,109000,2,3,2,46,2,1,1,0,1,2,31273,25939,26868,23658,22919,22338,10931,9733,9957,5545,9285,6258,0
23207,20000,1,2,1,31,-1,0,1,2,2,3,7011,6396,6700,5645,5678,4676,974,737,619,797,751,413,0
23208,362000,2,2,1,21,-1,-2,-2,-1,-2,-2,76440,68141,66115,55380,52748,54156,24220,16705,29133,31997,14780,13718,0
23209,10000,2,1,1,21,1,0,-1,0,0,0,2975,3200,2700,2695,2625,2172,1872,815,1668,1524,743,1050,0
23210,10000,2,2,2,47,0,1,0,-1,-2,-2,2244,2193,2372,1998,1983,1699,360,160,157,142,233,273,1
23211,13000,1,2,2,46,2,1,1,1,1,1,3508,3117,2802,2884,2881,2647,341,292,663,653,406,546,1
23212,169000,1,6,1,49,-1,0,1,1,0,0,75297,72361,65584,69893,64832,57409,10397,6286,12297,4939,8934,5863,0
23213,12000,2,3,1,34,0,-1,-1,-1,0,-1,4612,4807,5092,5593,4510,3779,1614,2720,1989,2379,1190,2366,0
23214,29000,1,1,2,21,6,7,8,8,8,8,8347,6745,6926,5783,4956,4292,597,349,291,437,189,329,0
23215,64000,2,2,2,40,0,-1,-2,-2,-2,-2,24775,22441,19694,16702,14732,13624,8357,6620,4134,7657,4059,4368,0
23216,101000,1,1,2,31,-1,-1,0,-1,-2,-2,15201,16163,17336,14727,15704,16066,2371,2624,5400,2760,4760,5651,0
23217,44000,2,4,1,51,3,3,4,3,2,2,28506,30224,26936,26656,25011,20530,6019,6884,7743,5992,3059,5881,1
23218,272000,2,1,1,41,4,5,6,7,7,6,77306,64508,68554,73951,65015,70693,11412,7340,8873,9207,6573,5588,1
23219,43000,1,1,2,37,2,2,3,4,3,4,8725,8607,8262,7019,6513,5871,872,870,1075,334,380,516,0
23220,145000,2,2,1,31,-1,-1,0,1,0,0,48927,50001,46631,49598,44147,39019,20729,27238,12789,30112,16890,21473,1
23221,285000,2,1,1,47,-1,0,1,1,1,1,41698,33654,36379,32056,33095,31118,5980,8841,9821,6957,10932,3996,0
23222,55000,1,1,2,28,-1,-2,-2,-1,0,-1,35407,38626,37099,38140,30561,29353,8069,11628,10269,9960,7334,6738,0
23223,32000,1,2,1,22,0,-1,-1,0,0,1,15291,16602,17858,18003,14549,13798,3492,3778,4543,3790,4201,5092,1
23224,21000,1,2,1,36,4,3,3,3,4,4,11824,10597,9900,10098,8629,8874,2487,3479,2139,3116,2326,2933,1
23225,77000,1,2,2,45,0,0,0,0,0,-1,10551,11283,11239,11711,11585,9490,5409,6132,6104,4434,4008,3758,0
23226,162000,2,3,2,50,5,6,5,6,7,7,38256,39429,37671,38933,40289,44154,11083,7387,5470,7431,6367,12461,0
23227,67000,2,2,2,21,-1,0,-1,-2,-2,-2,28759,25477,23083,21298,22825,24529,4843,3458,2380,4592,5441,3015,1
23228,56000,1,4,2,47,-1,-1,0,0,1,1,21853,20992,20902,20616,18869,15964,12268,11168,8865,5835,5260,6171,0
23229,10000,1,1,1,34,-1,0,-1,-1,-1,-2,2119,2272,2271,2084,2128,2027,437,319,424,264,296,547,0
23230,75000,1,1,2,42,1,2,2,1,1,2,18891,17175,14172,12083,10715,9317,12328,10683,7541,5763,6347,5952,1
23231,49000,2,2,1,22,0,-1,-2,-1,0,1,22614,20315,20024,21889,17824,19557,5075,6315,6923,3112,2451,4653,0
23232,61000,1,1,1,31,1,0,0,-1,0,1,20116,19628,20981,20116,19892,18791,6245,3735,3480,9010,7579,8403,0
23233,44000,2,1,2,41,0,1,2,1,1,2,12801,12987,13020,12464,13578,13723,4691,5343,2816,4164,5691,4621,0
23234,236000,1,3,1,35,0,1,2,1,0,1,75385,80679,87716,91625,100167,103440,8712,8724,11019,8723,10359,11625,1
23235,78000,2,2,2,34,1,2,1,1,1,2,57453,53156,52771,55761,55667,49857,8290,5887,4073,8730,7502,3884,0
23236,72000,1,1,0,32,0,1,2,3,4,3,12899,12407,13049,12090,11570,10933,4599,7828,8152,7657,4377,2775,0
23237,204000,2,3,2,35,-1,0,-1,-1,-2,-2,20666,21676,18336,17069,18435,15111,3075,2608,2328,4941,4607,4389,0
23238,83000,2,1,1,35,1,2,2,1,1,2,30427,24617,21594,18470,15649,15371,3861,6325,4006,2561,1779,2538,0
23239,156000,2,2,1,25,-2,-2,-1,-1,-2,-2,43903,44482,39607,34453,32634,26973,8611,7395,11407,9008,9193,10045,0
23240,137000,2,1,2,30,0,-1,0,1,2,3,76578,73078,60757,58958,54878,47923,16635,8483,5766,7021,12438,6881,0
23241,106000,2,1,1,40,0,1,1,1,2,3,10187,10295,11014,9181,8226,8497,5772,5360,4851,3110,1891,3588,0
23242,50000,2,1,1,34,2,1,0,0,1,1,15185,14892,12357,10944,11234,10660,4282,2214,1622,2307,1536,2431,0
23243,85000,2,3,1,40,0,0,-1,-1,0,-1,62393,57318,46199,40794,33226,30204,1616,1191,1138,1487,859,666,1
23244,87000,2,1,1,33,0,1,1,2,1,0,47057,50807,47708,49572,43272,47400,22367,18696,19636,19631,12082,22507,0
23245,384000,2,2,1,30,0,0,-1,0,-1,-2,177870,145429,150215,142240,114724,92161,45056,32782,39489,24434,15454,27220,0
23246,60000,2,1,2,44,0,1,2,3,3,4,38582,34707,36943,39793,37648,31000,7753,4820,5027,8398,7262,5374,1
23247,94000,1,2,2,41,1,1,0,-1,-2,-2,22690,19340,15907,15042,15050,15350,13432,5677,8131,4932,7093,3762,0
23248,48000,2,2,2,34,-1,0,0,-1,0,-1,10201,10559,9462,8505,8288,6959,4971,6460,5831,2528,2926,3560,0
23249,53000,2,2,1,42,2,1,1,2,2,2,26678,26768,21834,18259,14701,13947,4843,6218,5538,1809,3291,1841,0
23250,48000,1,3,1,41,0,0,0,-1,0,0,16252,15291,15098,14034,13958,14414,763,641,602,379,898,494,0
23251,24000,2,4,1,30,-1,0,0,-1,0,-1,4330,4084,4451,3925,3493,3172,768,357,379,445,239,562,0
23252,93000,1,1,1,37,1,0,0,-1,0,1,48328,44764,47394,38274,41381,34685,2956,3070,6028,3297,3330,3259,0
23253,41000,2,1,2,38,1,2,3,3,4,5,29650,26574,23009,19430,16133,15692,20683,12450,7430,5842,4291,7299,1
23254,155000,2,3,1,39,0,0,0,1,1,2,106642,102474,93195,95094,101616,82844,48314,43264,37511,50395,38369,19428,0
23255,185000,1,5,2,51,-1,0,0,1,1,2,78145,81487,77385,82507,82965,88948,6652,10683,5626,7594,5684,6694,1
23256,58000,2,2,1,41,0,-1,0,1,0,1,29193,25178,21544,21700,22024,23144,5281,9294,7396,8109,3207,7207,0
23257,123000,1,2,2,41,0,0,-1,-2,-1,-1,11700,9985,9883,9580,7969,8177,5067,4394,3811,3641,2324,3808,1
23258,10000,1,1,2,25,0,-1,-2,-2,-1,-1,5728,5917,5136,5326,4484,3827,2099,3212,2301,2711,1093,1851,0
23259,61000,1,2,2,59,1,0,0,-1,0,1,26235,26245,24322,20735,17875,16485,14509,8860,14200,10256,5529,6761,0
23260,49000,2,1,2,23,0,0,-1,-1,-2,-2,27486,27387,22286,22799,19846,20018,8471,3893,4230,2745,4496,4174,0
23261,183000,2,6,2,30,-1,0,1,1,1,2,69551,64524,55783,61191,59027,63934,30015,26692,18005,27415,22241,30055,1
23262,44000,1,1,1,30,-2,-2,-2,-2,-2,-1,19769,20972,16879,16533,17193,17365,4686,8563,4420,2597,6004,4828,0
23263,153000,2,2,1,32,-1,0,-1,-2,-2,-2,56470,51856,42064,42585,42064,44244,19143,34618,28081,19374,34114,31598,0
23264,139000,1,2,1,27,1,0,-1,0,1,0,89730,82734,79599,79952,82593,89609,13442,8407,10181,5658,11116,13626,0
23265,10000,2,1,1,21,2,1,0,0,1,1,5458,4943,4974,5218,5667,5687,577,471,1072,881,441,600,0
23266,88000,1,2,2,46,-2,-1,-2,-2,-2,-2,33807,27731,23746,19040,17855,15712,3251,3510,2296,1175,2413,1140,0
23267,299000,1,5,2,30,0,0,-1,-1,-1,-1,209242,203403,167420,170707,144723,128281,62832,39895,66399,42270,37798,47518,0
23268,123000,1,2,1,21,0,1,2,2,2,3,72304,68750,55813,58788,54539,45877,35699,35040,19627,25191,16715,14046,0
23269,61000,2,4,2,32,2,1,0,1,1,2,14994,13923,15283,16209,13533,14197,3867,5657,4154,4502,4373,4899,1
23270,23000,2,1,1,39,-2,-2,-2,-2,-1,0,6606,6123,5166,4141,3965,3898,2111,2572,1621,1298,1084,1071,0
23271,29000,2,1,2,21,0,-1,-2,-2,-2,-2,9000,8944,8934,7587,7995,8525,1341,1081,1214,1501,1522,848,0
23272,147000,1,4,1,41,0,1,2,1,2,2,134022,145487,151308,129951,137755,123230,20554,28455,35989,12715,24851,17078,0
23273,10000,2,1,1,38,-1,-1,0,-1,-2,-2,2177,2169,2261,2480,2259,1831,865,523,828,472,622,618,0
23274,105000,2,2,1,27,2,2,3,4,3,4,7131,7835,8430,7910,7826,8179,971,1052,1145,1350,631,591,0
23275,74000,1,2,2,38,1,2,2,1,1,2,26354,28559,30685,28948,28598,25501,8110,8507,6653,7485,8873,8037,0
23276,56000,1,2,1,50,-1,-1,-1,-1,-2,-2,12813,11300,10375,10427,9587,8946,950,796,1487,834,1139,1442,0
23277,72000,1,2,2,36,2,3,3,2,3,4,12449,13355,11207,9142,9964,9019,7256,8384,3742,5253,2870,2897,1
23278,29000,2,2,1,30,3,4,3,2,1,2,11536,9977,8960,8679,8931,7813,1311,1224,1520,1100,1265,1298,0
23279,148000,2,4,1,27,-1,0,0,0,-1,0,53290,43640,40839,38843,37200,37480,28465,25582,27171,12668,20309,17311,0
23280,63000,2,1,1,52,0,1,2,1,1,2,26458,21615,18634,15476,13907,13566,3228,1319,1257,2301,1593,838,0
23281,93000,1,2,2,33,-1,-1,-2,-2,-2,-1,26527,23365,23512,24029,25900,21239,4133,3316,6993,6957,3698,6534,0
23282,22000,1,1,0,33,0,1,2,3,3,4,3280,2939,3190,3013,2658,2439,214,157,268,333,296,145,1
23283,33000,2,2,1,43,-1,-2,-1,-1,-1,0,4870,4316,3658,3890,3159,3222,201,315,168,330,204,234,0
23284,85000,1,1,1,40,2,2,3,4,3,4,25729,22043,21846,21961,20127,17926,9796,5049,5518,7829,9643,4833,0
23285,435000,2,2,2,22,-2,-1,0,0,0,-1,274156,244472,221140,228417,239542,218368,31278,30578,27700,28518,24955,25144,0
23286,107000,2,1,1,37,1,1,1,1,0,0,23615,25593,23067,24824,23716,24933,8108,6760,12398,14757,14255,8420,1
23287,307000,1,1,1,31,-1,0,-1,0,1,1,92204,81081,69281,61415,61666,59876,39304,28094,30298,28066,19982,12342,0
23288,462000,2,2,2,46,0,-1,-1,0,0,-1,208989,196403,192552,189121,194424,158729,114454,93158,106156,47770,69411,66581,0
23289,55000,2,1,2,24,0,-1,0,1,1,1,28872,29333,29713,28442,25077,21660,11263,9728,10615,13688,13556,10285,0
23290,210000,2,2,2,42,0,-1,-2,-2,-1,-2,130369,128983,109462,94760,84682,92508,120396,88582,72601,81995,89252,62491,0
23291,67000,2,2,2,21,-1,0,1,0,-1,-1,33825,31107,32814,35592,32593,27790,5882,8115,6349,10472,5977,8210,0
23292,34000,1,1,1,41,7,7,8,8,8,7,1027,1101,919,801,770,620,243,259,107,141,172,93,0
23293,211000,2,2,1,42,2,2,1,2,2,2,146929,119618,96908,83889,85360,69548,9779,11704,10212,7705,3971,6042,0
23294,65000,2,3,1,27,0,-1,-2,-2,-1,-2,32089,27350,29626,28486,28823,23735,146,170,116,92,155,154,0
23295,54000,2,6,2,43,0,0,-1,-2,-2,-1,7867,8378,9187,9616,7782,7473,2071,2024,3435,5745,4169,3203,0
23296,175000,2,2,1,34,0,0,0,1,0,-1,75522,64088,65156,59355,54305,55676,28524,24907,14749,17601,9724,27024,0
23297,41000,2,1,1,21,0,1,1,2,2,3,25901,22285,19442,19422,18367,14752,5471,5600,5805,4886,3743,4388,1
23298,43000,1,1,1,38,2,3,2,2,2,2,26643,26029,27260,25853,24269,23482,3286,3838,4679,5374,2011,4581,1
23299,129000,1,3,2,28,0,0,1,1,2,1,39696,34169,30750,28076,27940,27319,13319,11810,20201,12096,17254,17823,0
23300,119000,1,2,1,44,-1,-2,-2,-2,-2,-2,12867,11272,9142,8044,7491,6012,2499,1796,1149,1243,1415,526,0
23301,90000,1,1,1,47,2,1,0,-1,0,0,13847,14615,15901,14977,14773,15082,1687,2339,2478,3371,3926,4756,0
23302,119000,1,2,1,31,1,1,1,1,1,2,25391,25924,23422,21766,20911,21528,3782,2146,2836,3294,3057,1624,1
23303,230000,1,3,0,25,3,2,1,1,1,0,137222,124337,125304,119047,122843,100352,51901,19641,39326,43849,24178,41547,1
23304,35000,2,2,2,35,1,2,3,4,3,4,15415,15191,13647,12319,12497,11700,9426,5567,12575,7460,8526,10698,0
23305,147000,2,3,2,42,-2,-2,-2,-2,-2,-1,53249,54740,49820,52106,47514,43840,1978,2046,3487,2150,2381,2539,0
23306,133000,2,1,1,29,4,5,4,3,2,1,68288,66950,69221,55608,59901,56820,32649,20910,18296,31398,28473,26213,1
23307,1000000,2,2,2,39,0,0,1,0,0,1,317968,288621,309230,279224,294354,303132,110963,61261,72041,105779,61054,128796,0
23308,233000,1,2,2,43,-1,-1,-1,-2,-2,-1,43249,35249,34519,29847,30815,29767,5638,2262,3965,3986,2956,2662,0
23309,48000,2,2,2,45,0,0,-1,-2,-2,-2,6474,6710,6457,5918,5176,4183,1467,1527,1309,929,610,1009,0
23310,98000,2,2,2,39,0,-1,0,-1,-2,-2,4545,4642,4435,4260,4358,3579,3329,2062,1520,3754,3745,1689,0
23311,87000,1,2,2,21,-1,-2,-2,-2,-2,-1,18453,18121,17140,18592,16265,13522,8436,11913,9657,6856,6044,6882,0
23312,564000,2,2,2,32,0,0,0,-1,-1,0,124231,132398,137726,148716,122544,104251,42603,76613,101198,112159,70793,75577,0
23313,152000,1,1,1,33,1,0,0,-1,-2,-1,132639,135622,116481,105958,111705,112937,22085,9892,8680,17559,16896,7164,0
23314,55000,1,5,1,36,-1,-2,-1,0,1,1,15092,12707,10680,10533,10667,10968,7685,6875,6888,9164,3841,5041,0
23315,58000,1,4,1,21,-1,-2,-2,-2,-1,-1,41160,42843,34906,33358,30858,30808,25670,28931,16046,9975,10416,20179,0
23316,45000,2,2,2,28,1,0,-1,0,1,2,8416,8799,8211,8183,7166,6408,2748,3420,2622,3362,2880,1667,0
23317,48000,2,1,2,33,0,1,1,2,3,2,20776,18680,18488,18120,18357,18952,3303,5375,5617,5072,6752,2762,0
23318,308000,2,1,1,39,1,2,2,3,4,4,38814,34449,30867,28347,27131,29337,3673,4518,2273,1985,4039,4547,1
23319,64000,2,3,2,56,1,2,2,2,3,3,12294,11314,9583,9702,8829,7793,2559,2000,2349,1944,3316,1291,0
23320,250000,1,4,1,41,0,-1,0,-1,-1,0,61231,51384,45444,46317,43951,39611,7830,9466,8521,5085,6190,5125,0
23321,93000,2,1,2,26,-2,-1,-2,-2,-2,-2,48016,45613,38439,37117,38427,36334,5991,4071,4327,5796,3084,4621,0
23322,27000,2,2,2,27,0,1,2,1,2,1,13101,13652,13941,14549,14060,14771,1814,1185,1507,946,1026,1446,0
23323,28000,1,2,1,29,-1,-2,-2,-1,-1,-2,14404,14310,11964,11928,11754,11316,3102,1902,1859,2061,1314,2529,1
23324,43000,2,1,1,31,3,3,3,4,4,4,5266,4630,4981,4351,3988,3429,713,1060,1104,1052,1085,738,1
23325,173000,1,2,1,37,0,0,-1,-2,-2,-1,64959,66141,54220,55518,54329,54325,3471,1944,2723,2642,2014,2039,0
23326,90000,1,2,2,26,1,2,2,3,3,4,39432,34315,30134,26467,28956,25671,7537,9716,7606,6823,6291,9946,1
23327,13000,2,1,2,33,-1,0,1,1,1,1,9797,10042,9697,7876,8129,6727,559,828,697,282,510,662,0
23328,39000,2,1,2,33,1,2,3,2,1,2,3910,4272,3790,3385,3035,2588,395,448,554,403,255,383,1
23329,71000,2,1,2,38,-1,-1,0,-1,-2,-1,9649,9548,8749,8529,6851,6048,790,1353,937,1033,831,419,0
